variable,VARNUM,Merged1996_97,Merged1997_98,Merged1998_99,Merged1999_00,Merged2000_01,Merged2001_02,Merged2002_03,Merged2003_04,Merged2004_05,Merged2005_06,Merged2006_07,Merged2007_08,Merged2008_09,Merged2009_10,Merged2010_11,Merged2011_12,Merged2012_13,Merged2013_14,Merged2014_15,Merged2015_16,Merged2016_17,Merged2017_18,Merged2018_19,Merged2019_20,Merged2020_21,Merged2021_22,Most_recent,Drawn_From
D150_4_BLACKNH,1755,NULL,"Fall 1991 or AcadYr 1991-92 cohort (differs by institutional calendar), reported in IPEDS DCY1997-98","Fall 1992 or AcadYr 1992-93 cohort (differs by institutional calendar), reported in IPEDS DCY1998-99","Fall 1993 or AcadYr 1993-94 cohort (differs by institutional calendar), reported in IPEDS DCY1999-00","Fall 1994 or AcadYr 1994-95 cohort (differs by institutional calendar), reported in IPEDS DCY2000-01","Fall 1995 or AcadYr 1995-96 cohort (differs by institutional calendar), reported in IPEDS DCY2001-02","Fall 1996 or AcadYr 1996-97 cohort (differs by institutional calendar), reported in IPEDS DCY2002-03","Fall 1997 or AcadYr 1997-98 cohort (differs by institutional calendar), reported in IPEDS DCY2003-04","Fall 1998 or AcadYr 1998-99 cohort (differs by institutional calendar), reported in IPEDS DCY2004-05","Fall 1999 or AcadYr 1999-00 cohort (differs by institutional calendar), reported in IPEDS DCY2005-06","Fall 2000 or AcadYr 2000-01 cohort (differs by institutional calendar), reported in IPEDS DCY2006-07","Fall 2001 or AcadYr 2001-02 cohort (differs by institutional calendar), reported in IPEDS DCY2007-08","Fall 2002 or AcadYr 2002-03 cohort (differs by institutional calendar), reported in IPEDS DCY2008-09","Fall 2003 or AcadYr 2003-04 cohort (differs by institutional calendar), reported in IPEDS DCY2009-10","Fall 2004 or AcadYr 2004-05 cohort (differs by institutional calendar), reported in IPEDS DCY2010-11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A
D150_4_API,1756,NULL,"Fall 1991 or AcadYr 1991-92 cohort (differs by institutional calendar), reported in IPEDS DCY1997-98","Fall 1992 or AcadYr 1992-93 cohort (differs by institutional calendar), reported in IPEDS DCY1998-99","Fall 1993 or AcadYr 1993-94 cohort (differs by institutional calendar), reported in IPEDS DCY1999-00","Fall 1994 or AcadYr 1994-95 cohort (differs by institutional calendar), reported in IPEDS DCY2000-01","Fall 1995 or AcadYr 1995-96 cohort (differs by institutional calendar), reported in IPEDS DCY2001-02","Fall 1996 or AcadYr 1996-97 cohort (differs by institutional calendar), reported in IPEDS DCY2002-03","Fall 1997 or AcadYr 1997-98 cohort (differs by institutional calendar), reported in IPEDS DCY2003-04","Fall 1998 or AcadYr 1998-99 cohort (differs by institutional calendar), reported in IPEDS DCY2004-05","Fall 1999 or AcadYr 1999-00 cohort (differs by institutional calendar), reported in IPEDS DCY2005-06","Fall 2000 or AcadYr 2000-01 cohort (differs by institutional calendar), reported in IPEDS DCY2006-07","Fall 2001 or AcadYr 2001-02 cohort (differs by institutional calendar), reported in IPEDS DCY2007-08","Fall 2002 or AcadYr 2002-03 cohort (differs by institutional calendar), reported in IPEDS DCY2008-09","Fall 2003 or AcadYr 2003-04 cohort (differs by institutional calendar), reported in IPEDS DCY2009-10","Fall 2004 or AcadYr 2004-05 cohort (differs by institutional calendar), reported in IPEDS DCY2010-11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A
D150_4_AIANOLD,1757,NULL,"Fall 1991 or AcadYr 1991-92 cohort (differs by institutional calendar), reported in IPEDS DCY1997-98","Fall 1992 or AcadYr 1992-93 cohort (differs by institutional calendar), reported in IPEDS DCY1998-99","Fall 1993 or AcadYr 1993-94 cohort (differs by institutional calendar), reported in IPEDS DCY1999-00","Fall 1994 or AcadYr 1994-95 cohort (differs by institutional calendar), reported in IPEDS DCY2000-01","Fall 1995 or AcadYr 1995-96 cohort (differs by institutional calendar), reported in IPEDS DCY2001-02","Fall 1996 or AcadYr 1996-97 cohort (differs by institutional calendar), reported in IPEDS DCY2002-03","Fall 1997 or AcadYr 1997-98 cohort (differs by institutional calendar), reported in IPEDS DCY2003-04","Fall 1998 or AcadYr 1998-99 cohort (differs by institutional calendar), reported in IPEDS DCY2004-05","Fall 1999 or AcadYr 1999-00 cohort (differs by institutional calendar), reported in IPEDS DCY2005-06","Fall 2000 or AcadYr 2000-01 cohort (differs by institutional calendar), reported in IPEDS DCY2006-07","Fall 2001 or AcadYr 2001-02 cohort (differs by institutional calendar), reported in IPEDS DCY2007-08","Fall 2002 or AcadYr 2002-03 cohort (differs by institutional calendar), reported in IPEDS DCY2008-09","Fall 2003 or AcadYr 2003-04 cohort (differs by institutional calendar), reported in IPEDS DCY2009-10","Fall 2004 or AcadYr 2004-05 cohort (differs by institutional calendar), reported in IPEDS DCY2010-11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A
D150_4_HISPOLD,1758,NULL,"Fall 1991 or AcadYr 1991-92 cohort (differs by institutional calendar), reported in IPEDS DCY1997-98","Fall 1992 or AcadYr 1992-93 cohort (differs by institutional calendar), reported in IPEDS DCY1998-99","Fall 1993 or AcadYr 1993-94 cohort (differs by institutional calendar), reported in IPEDS DCY1999-00","Fall 1994 or AcadYr 1994-95 cohort (differs by institutional calendar), reported in IPEDS DCY2000-01","Fall 1995 or AcadYr 1995-96 cohort (differs by institutional calendar), reported in IPEDS DCY2001-02","Fall 1996 or AcadYr 1996-97 cohort (differs by institutional calendar), reported in IPEDS DCY2002-03","Fall 1997 or AcadYr 1997-98 cohort (differs by institutional calendar), reported in IPEDS DCY2003-04","Fall 1998 or AcadYr 1998-99 cohort (differs by institutional calendar), reported in IPEDS DCY2004-05","Fall 1999 or AcadYr 1999-00 cohort (differs by institutional calendar), reported in IPEDS DCY2005-06","Fall 2000 or AcadYr 2000-01 cohort (differs by institutional calendar), reported in IPEDS DCY2006-07","Fall 2001 or AcadYr 2001-02 cohort (differs by institutional calendar), reported in IPEDS DCY2007-08","Fall 2002 or AcadYr 2002-03 cohort (differs by institutional calendar), reported in IPEDS DCY2008-09","Fall 2003 or AcadYr 2003-04 cohort (differs by institutional calendar), reported in IPEDS DCY2009-10","Fall 2004 or AcadYr 2004-05 cohort (differs by institutional calendar), reported in IPEDS DCY2010-11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A
D150_L4_WHITE,1759,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fall 2005 or AcadYr 2005-06 cohort (differs by institutional calendar), reported in IPEDS DCY2008-09","Fall 2006 or AcadYr 2006-07 cohort (differs by institutional calendar), reported in IPEDS DCY2009-10","Fall 2007 or AcadYr 2007-08 cohort (differs by institutional calendar), reported in IPEDS DCY2010-11","Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2011-12","Fall 2009 or AcadYr 2009-10 cohort (differs by institutional calendar), reported in IPEDS DCY2012-13","Fall 2010 or AcadYr 2010-11 cohort (differs by institutional calendar), reported in IPEDS DCY2013-14","Fall 2011 or AcadYr 2011-12 cohort (differs by institutional calendar), reported in IPEDS DCY2014-15","Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2015-16","Fall 2013 or AcadYr 2013-14 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17","Fall 2014 or AcadYr 2014-15 cohort (differs by institutional calendar), reported in IPEDS DCY2017-18","Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19","Fall 2016 or AcadYr 2016-17 cohort (differs by institutional calendar), reported in IPEDS DCY2019-20","Fall 2017 or AcadYr 2017-18 cohort (differs by institutional calendar), reported in IPEDS DCY2020-21","Fall 2018 or AcadYr 2018-19 cohort (differs by institutional calendar), reported in IPEDS DCY2021-22","Fall 2018 or AcadYr 2018-19 cohort (differs by institutional calendar), reported in IPEDS DCY2021-22",2021_22
D150_L4_BLACK,1760,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fall 2005 or AcadYr 2005-06 cohort (differs by institutional calendar), reported in IPEDS DCY2008-09","Fall 2006 or AcadYr 2006-07 cohort (differs by institutional calendar), reported in IPEDS DCY2009-10","Fall 2007 or AcadYr 2007-08 cohort (differs by institutional calendar), reported in IPEDS DCY2010-11","Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2011-12","Fall 2009 or AcadYr 2009-10 cohort (differs by institutional calendar), reported in IPEDS DCY2012-13","Fall 2010 or AcadYr 2010-11 cohort (differs by institutional calendar), reported in IPEDS DCY2013-14","Fall 2011 or AcadYr 2011-12 cohort (differs by institutional calendar), reported in IPEDS DCY2014-15","Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2015-16","Fall 2013 or AcadYr 2013-14 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17","Fall 2014 or AcadYr 2014-15 cohort (differs by institutional calendar), reported in IPEDS DCY2017-18","Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19","Fall 2016 or AcadYr 2016-17 cohort (differs by institutional calendar), reported in IPEDS DCY2019-20","Fall 2017 or AcadYr 2017-18 cohort (differs by institutional calendar), reported in IPEDS DCY2020-21","Fall 2018 or AcadYr 2018-19 cohort (differs by institutional calendar), reported in IPEDS DCY2021-22","Fall 2018 or AcadYr 2018-19 cohort (differs by institutional calendar), reported in IPEDS DCY2021-22",2021_22
D150_L4_HISP,1761,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fall 2005 or AcadYr 2005-06 cohort (differs by institutional calendar), reported in IPEDS DCY2008-09","Fall 2006 or AcadYr 2006-07 cohort (differs by institutional calendar), reported in IPEDS DCY2009-10","Fall 2007 or AcadYr 2007-08 cohort (differs by institutional calendar), reported in IPEDS DCY2010-11","Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2011-12","Fall 2009 or AcadYr 2009-10 cohort (differs by institutional calendar), reported in IPEDS DCY2012-13","Fall 2010 or AcadYr 2010-11 cohort (differs by institutional calendar), reported in IPEDS DCY2013-14","Fall 2011 or AcadYr 2011-12 cohort (differs by institutional calendar), reported in IPEDS DCY2014-15","Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2015-16","Fall 2013 or AcadYr 2013-14 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17","Fall 2014 or AcadYr 2014-15 cohort (differs by institutional calendar), reported in IPEDS DCY2017-18","Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19","Fall 2016 or AcadYr 2016-17 cohort (differs by institutional calendar), reported in IPEDS DCY2019-20","Fall 2017 or AcadYr 2017-18 cohort (differs by institutional calendar), reported in IPEDS DCY2020-21","Fall 2018 or AcadYr 2018-19 cohort (differs by institutional calendar), reported in IPEDS DCY2021-22","Fall 2018 or AcadYr 2018-19 cohort (differs by institutional calendar), reported in IPEDS DCY2021-22",2021_22
D150_L4_ASIAN,1762,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fall 2005 or AcadYr 2005-06 cohort (differs by institutional calendar), reported in IPEDS DCY2008-09","Fall 2006 or AcadYr 2006-07 cohort (differs by institutional calendar), reported in IPEDS DCY2009-10","Fall 2007 or AcadYr 2007-08 cohort (differs by institutional calendar), reported in IPEDS DCY2010-11","Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2011-12","Fall 2009 or AcadYr 2009-10 cohort (differs by institutional calendar), reported in IPEDS DCY2012-13","Fall 2010 or AcadYr 2010-11 cohort (differs by institutional calendar), reported in IPEDS DCY2013-14","Fall 2011 or AcadYr 2011-12 cohort (differs by institutional calendar), reported in IPEDS DCY2014-15","Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2015-16","Fall 2013 or AcadYr 2013-14 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17","Fall 2014 or AcadYr 2014-15 cohort (differs by institutional calendar), reported in IPEDS DCY2017-18","Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19","Fall 2016 or AcadYr 2016-17 cohort (differs by institutional calendar), reported in IPEDS DCY2019-20","Fall 2017 or AcadYr 2017-18 cohort (differs by institutional calendar), reported in IPEDS DCY2020-21","Fall 2018 or AcadYr 2018-19 cohort (differs by institutional calendar), reported in IPEDS DCY2021-22","Fall 2018 or AcadYr 2018-19 cohort (differs by institutional calendar), reported in IPEDS DCY2021-22",2021_22
D150_L4_AIAN,1763,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fall 2005 or AcadYr 2005-06 cohort (differs by institutional calendar), reported in IPEDS DCY2008-09","Fall 2006 or AcadYr 2006-07 cohort (differs by institutional calendar), reported in IPEDS DCY2009-10","Fall 2007 or AcadYr 2007-08 cohort (differs by institutional calendar), reported in IPEDS DCY2010-11","Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2011-12","Fall 2009 or AcadYr 2009-10 cohort (differs by institutional calendar), reported in IPEDS DCY2012-13","Fall 2010 or AcadYr 2010-11 cohort (differs by institutional calendar), reported in IPEDS DCY2013-14","Fall 2011 or AcadYr 2011-12 cohort (differs by institutional calendar), reported in IPEDS DCY2014-15","Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2015-16","Fall 2013 or AcadYr 2013-14 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17","Fall 2014 or AcadYr 2014-15 cohort (differs by institutional calendar), reported in IPEDS DCY2017-18","Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19","Fall 2016 or AcadYr 2016-17 cohort (differs by institutional calendar), reported in IPEDS DCY2019-20","Fall 2017 or AcadYr 2017-18 cohort (differs by institutional calendar), reported in IPEDS DCY2020-21","Fall 2018 or AcadYr 2018-19 cohort (differs by institutional calendar), reported in IPEDS DCY2021-22","Fall 2018 or AcadYr 2018-19 cohort (differs by institutional calendar), reported in IPEDS DCY2021-22",2021_22
D150_L4_NHPI,1764,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fall 2005 or AcadYr 2005-06 cohort (differs by institutional calendar), reported in IPEDS DCY2008-09","Fall 2006 or AcadYr 2006-07 cohort (differs by institutional calendar), reported in IPEDS DCY2009-10","Fall 2007 or AcadYr 2007-08 cohort (differs by institutional calendar), reported in IPEDS DCY2010-11","Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2011-12","Fall 2009 or AcadYr 2009-10 cohort (differs by institutional calendar), reported in IPEDS DCY2012-13","Fall 2010 or AcadYr 2010-11 cohort (differs by institutional calendar), reported in IPEDS DCY2013-14","Fall 2011 or AcadYr 2011-12 cohort (differs by institutional calendar), reported in IPEDS DCY2014-15","Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2015-16","Fall 2013 or AcadYr 2013-14 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17","Fall 2014 or AcadYr 2014-15 cohort (differs by institutional calendar), reported in IPEDS DCY2017-18","Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19","Fall 2016 or AcadYr 2016-17 cohort (differs by institutional calendar), reported in IPEDS DCY2019-20","Fall 2017 or AcadYr 2017-18 cohort (differs by institutional calendar), reported in IPEDS DCY2020-21","Fall 2018 or AcadYr 2018-19 cohort (differs by institutional calendar), reported in IPEDS DCY2021-22","Fall 2018 or AcadYr 2018-19 cohort (differs by institutional calendar), reported in IPEDS DCY2021-22",2021_22
D150_L4_2MOR,1765,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fall 2005 or AcadYr 2005-06 cohort (differs by institutional calendar), reported in IPEDS DCY2008-09","Fall 2006 or AcadYr 2006-07 cohort (differs by institutional calendar), reported in IPEDS DCY2009-10","Fall 2007 or AcadYr 2007-08 cohort (differs by institutional calendar), reported in IPEDS DCY2010-11","Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2011-12","Fall 2009 or AcadYr 2009-10 cohort (differs by institutional calendar), reported in IPEDS DCY2012-13","Fall 2010 or AcadYr 2010-11 cohort (differs by institutional calendar), reported in IPEDS DCY2013-14","Fall 2011 or AcadYr 2011-12 cohort (differs by institutional calendar), reported in IPEDS DCY2014-15","Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2015-16","Fall 2013 or AcadYr 2013-14 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17","Fall 2014 or AcadYr 2014-15 cohort (differs by institutional calendar), reported in IPEDS DCY2017-18","Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19","Fall 2016 or AcadYr 2016-17 cohort (differs by institutional calendar), reported in IPEDS DCY2019-20","Fall 2017 or AcadYr 2017-18 cohort (differs by institutional calendar), reported in IPEDS DCY2020-21","Fall 2018 or AcadYr 2018-19 cohort (differs by institutional calendar), reported in IPEDS DCY2021-22","Fall 2018 or AcadYr 2018-19 cohort (differs by institutional calendar), reported in IPEDS DCY2021-22",2021_22
D150_L4_NRA,1766,NULL,"Fall 1994 or AcadYr 1994-95 cohort (differs by institutional calendar), reported in IPEDS DCY1997-98","Fall 1995 or AcadYr 1995-96 cohort (differs by institutional calendar), reported in IPEDS DCY1998-99","Fall 1996 or AcadYr 1996-97 cohort (differs by institutional calendar), reported in IPEDS DCY1999-00","Fall 1997 or AcadYr 1997-98 cohort (differs by institutional calendar), reported in IPEDS DCY2000-01","Fall 1998 or AcadYr 1998-99 cohort (differs by institutional calendar), reported in IPEDS DCY2001-02","Fall 1999 or AcadYr 1999-00 cohort (differs by institutional calendar), reported in IPEDS DCY2002-03","Fall 2000 or AcadYr 2000-01 cohort (differs by institutional calendar), reported in IPEDS DCY2003-04","Fall 2001 or AcadYr 2001-02 cohort (differs by institutional calendar), reported in IPEDS DCY2004-05","Fall 2002 or AcadYr 2002-03 cohort (differs by institutional calendar), reported in IPEDS DCY2005-06","Fall 2003 or AcadYr 2003-04 cohort (differs by institutional calendar), reported in IPEDS DCY2006-07","Fall 2004 or AcadYr 2004-05 cohort (differs by institutional calendar), reported in IPEDS DCY2007-08","Fall 2005 or AcadYr 2005-06 cohort (differs by institutional calendar), reported in IPEDS DCY2008-09","Fall 2006 or AcadYr 2006-07 cohort (differs by institutional calendar), reported in IPEDS DCY2009-10","Fall 2007 or AcadYr 2007-08 cohort (differs by institutional calendar), reported in IPEDS DCY2010-11","Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2011-12","Fall 2009 or AcadYr 2009-10 cohort (differs by institutional calendar), reported in IPEDS DCY2012-13","Fall 2010 or AcadYr 2010-11 cohort (differs by institutional calendar), reported in IPEDS DCY2013-14","Fall 2011 or AcadYr 2011-12 cohort (differs by institutional calendar), reported in IPEDS DCY2014-15","Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2015-16","Fall 2013 or AcadYr 2013-14 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17","Fall 2014 or AcadYr 2014-15 cohort (differs by institutional calendar), reported in IPEDS DCY2017-18","Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19","Fall 2016 or AcadYr 2016-17 cohort (differs by institutional calendar), reported in IPEDS DCY2019-20","Fall 2017 or AcadYr 2017-18 cohort (differs by institutional calendar), reported in IPEDS DCY2020-21","Fall 2018 or AcadYr 2018-19 cohort (differs by institutional calendar), reported in IPEDS DCY2021-22","Fall 2018 or AcadYr 2018-19 cohort (differs by institutional calendar), reported in IPEDS DCY2021-22",2021_22
